Kundennummer;AccountErstellung;Alter;Geschlecht;PLZ;MonatlicherUmsatz;Rabatt;Aktivitätsindex;ErsterFilm;ZweiterFilm;DritterFilm;Vierter Film;FuenfterFilm;SechsterFilm;SiebterFilm;AchterFilm
45103054;27.05.2023;34;männlich;70173;7,5;50;0,903998568;Valentinstag;;;;;;;
45103055;28.05.2023;42;männlich;70174;7,5;50;0,892406189;Valentinstag;;;;;;;
45103056;29.05.2023;51;männlich;70176;2,5;50;0,908512771;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103057;30.05.2023;32;männlich;70176;2,5;50;0,248641895;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103058;31.05.2023;35;weiblich;70174;2,5;50;0,847885255;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103059;01.06.2023;36;weiblich;70176;2,5;50;0,237607035;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45103060;02.06.2023;41;weiblich;70176;5;50;0,333607061;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45103061;03.06.2023;31;weiblich;70173;5;50;0,570022916;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103062;01.04.2023;36;weiblich;70174;5;50;0,082201161;Valentinstag;bridget jones – schokolade zum frühstück ansehen;bridgerton;Star Trek;;;;
45103063;02.04.2023;47;weiblich;70173;7,5;50;0,355463656;Valentinstag;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45103064;03.04.2023;33;männlich;70174;7,5;50;0,513228335;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103065;04.04.2023;34;männlich;70173;7,5;50;0,16325528;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103066;05.04.2023;31;weiblich;70173;5;50;0,24222019;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103067;06.04.2023;36;weiblich;70174;5;50;0,558076486;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103068;07.04.2023;47;weiblich;70173;7,5;50;0,846802884;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103069;08.04.2023;33;männlich;70174;7,5;50;0,327578614;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103070;09.04.2023;34;männlich;70173;7,5;50;0,142261699;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103071;10.04.2023;42;männlich;70174;7,5;50;0,457190623;;;;;;;;
45103072;11.04.2023;53;männlich;70176;2,5;50;0,40145002;;;;;;;;
45103073;12.04.2023;32;männlich;70176;2,5;50;0,629744971;;;;;;;;
45103074;13.04.2023;35;weiblich;70174;2,5;50;0,97460027;Sissi;;;;;;;
45103075;14.04.2023;36;weiblich;70176;2,5;50;0,054288474;Sissi;bridgerton;Star Trek;;;;;
45103076;15.04.2023;41;weiblich;70176;5;50;0,985541626;Sissi;bridgerton;;;;;;
45103077;16.04.2023;31;weiblich;70173;5;50;0,21457011;Sissi;bridgerton;;;;;;
45103078;17.04.2023;36;weiblich;70174;5;50;0,666384504;Sissi;bridgerton;Star Trek;;;;;
45103079;18.04.2023;47;weiblich;70173;7,5;50;0,765751968;Sissi;bridgerton;;;;;;
45103080;19.04.2023;33;männlich;70174;7,5;50;0,151375786;Valentinstag;;;;;;;
45103081;20.04.2023;34;männlich;70173;7,5;50;0,855398895;Sissi;;;;;;;
45103082;21.04.2023;34;männlich;70173;15;0;0,15943236;Sissi;;;;;;;
45103083;22.04.2023;42;männlich;70174;15;0;0,34926089;Sissi;;;;;;;
45103084;23.04.2023;45;männlich;70176;15;0;0,465711382;Sissi;;;;;;;
45103085;24.04.2023;32;männlich;70176;15;0;0,438718366;Sissi;;;;;;;
45103086;25.04.2023;35;weiblich;70174;5;0;0,424370584;Sissi;;;;;;;
45103087;26.04.2023;36;weiblich;70176;7;0;0,104343734;Valentinstag;;;;;;;
45103088;27.04.2023;42;männlich;70174;15;0;0,945566426;Valentinstag;;;;;;;
45103089;28.04.2023;45;männlich;70176;15;0;0,052824706;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103090;29.04.2023;32;männlich;70176;15;0;0,646431051;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103091;30.04.2023;35;weiblich;;5;0;0,75130667;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103092;01.05.2023;36;weiblich;;7;0;0,149939618;Valentinstag;;;;;;;
45103093;02.05.2023;33;männlich;;15;0;0,53512773;Valentinstag;;;;;;;
45103094;03.05.2023;34;männlich;;15;0;0,769574197;Star Trek;;;;;;;
45103095;04.05.2023;42;männlich;70174;15;0;0,871703599;Star Trek;;;;;;;
45103096;05.05.2023;45;männlich;70176;15;0;0,48549859;Star Trek;;;;;;;
45103097;06.05.2023;32;männlich;70176;15;0;0,340184633;Star Trek;;;;;;;
45103098;07.05.2023;35;weiblich;70174;5;0;0,482802784;Sissi;;;;;;;
45103099;08.05.2023;36;weiblich;70176;7;0;0,987813815;Sissi;bridgerton;Star Trek;;;;;
45103100;09.05.2023;34;männlich;70173;15;0;0,928331316;Valentinstag;;;;;;;
45103101;10.05.2023;42;männlich;70174;15;0;0,15868135;Star Trek;;;;;;;
45103102;11.05.2023;45;männlich;70176;15;0;0,195340344;Star Trek;;;;;;;
45103103;12.05.2023;32;männlich;70176;15;0;0,354956284;Star Trek;;;;;;;
45103104;13.05.2023;35;weiblich;70174;5;0;0,924228303;Sissi;bridgerton;;;;;;
45103105;14.05.2023;36;weiblich;70176;7;0;0,064398162;Sissi;bridgerton;Star Trek;;;;;
45103106;15.05.2023;42;männlich;70174;15;0;0,601185651;Sissi;;;;;;;
45103107;16.05.2023;45;männlich;70176;15;0;0,08372113;Valentinstag;;;;;;;
45103108;17.05.2023;32;männlich;70176;15;0;0,962691963;Sissi;;;;;;;
45103109;18.05.2023;35;weiblich;70174;5;0;0,020064743;Sissi;bridgerton;;;;;;
45103110;19.05.2023;36;weiblich;70176;7;0;0,41737909;Sissi;bridgerton;;;;;;
45103111;20.05.2023;33;männlich;70174;15;0;0,285389852;Star Trek;;;;;;;
45103112;21.05.2023;34;männlich;70173;15;0;0,181689691;Star Trek;;;;;;;
45103113;22.05.2023;42;männlich;70174;15;0;0,827591557;Star Trek;;;;;;;
45103114;23.05.2023;45;männlich;70176;15;0;0,150201716;Valentinstag;;;;;;;
45103115;24.05.2023;32;männlich;70176;15;0;0,639753727;Valentinstag;;;;;;;
45103116;25.05.2023;35;weiblich;70174;5;0;0,26161102;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103117;26.05.2023;36;weiblich;70176;7;0;0,421687507;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103118;27.05.2023;34;;70173;15;0;0,189864383;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103119;28.05.2023;42;;;15;0;0,361982609;Sissi;;;;;;;
45103120;29.05.2023;45;;;15;0;0,251376785;Sissi;;;;;;;
45103121;30.05.2023;32;männlich;;15;0;0,695917458;Star Trek;;;;;;;
45103122;31.05.2023;35;weiblich;70174;5;0;0,767687803;Star Trek;bridgerton;;;;;;
45103123;01.06.2023;36;weiblich;70176;7;0;0,957098414;Star Trek;bridgerton;;;;;;
45103124;02.06.2023;45;männlich;73116;15;0;0,756550611;Star Trek;;;;;;;
45103125;03.06.2023;32;männlich;73116;15;0;0,364436189;Star Trek;;;;;;;
45103126;04.06.2023;35;weiblich;73116;15;0;0,70647288;Star Trek;;;;;;;
45103127;01.04.2023;36;weiblich;73116;15;0;0,514861963;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103128;02.04.2023;33;männlich;73116;15;0;0,110528145;;;;;;;;
45103129;03.04.2023;34;männlich;73116;15;0;0,525529024;;;;;;;;
45103130;04.04.2023;42;männlich;73116;15;0;0,24066123;;;;;;;;
45103131;05.04.2023;45;männlich;73116;15;0;0,738762174;;;;;;;;
45103132;06.04.2023;32;männlich;73116;15;0;0,986057855;Star Trek;;;;;;;
45103133;07.04.2023;35;weiblich;73116;15;0;0,517229956;Star Trek;;;;;;;
45103134;08.04.2023;36;weiblich;73116;15;0;0,718883752;Star Trek;bridgerton;;;;;;
45103135;09.04.2023;45;männlich;73116;15;0;0,526571522;Sissi;;;;;;;
45103136;10.04.2023;32;männlich;73116;15;0;0,561669487;Star Trek;;;;;;;
45103137;11.04.2023;45;männlich;73116;15;0;0,051364233;Star Trek;;;;;;;
45103138;12.04.2023;32;männlich;73116;15;0;0,564229892;Star Trek;;;;;;;
45103139;13.04.2023;35;weiblich;73116;15;0;0,791703074;Sissi;bridgerton;Star Trek;;;;;
45103140;14.04.2023;36;weiblich;73116;15;0;0,861693504;Sissi;bridgerton;;;;;;
45103141;15.04.2023;33;männlich;73116;15;0;0,771654479;Valentinstag;bridgerton;;;;;;
45103142;16.04.2023;34;männlich;73116;15;0;0,153670782;Sissi;bridgerton;;;;;;
45103143;17.04.2023;42;männlich;73116;15;0;0,3936357;Sissi;Star Trek;james bond casino royale;Star Wars I;;;;
45103144;18.04.2023;45;männlich;73116;15;0;0,570211877;Sissi;Star Trek;james bond casino royale;Star Wars I;mandalorian ;;;
45103145;19.04.2023;32;männlich;73116;15;0;0,812798818;Sissi;Star Trek;james bond casino royale;Star Wars I;;;;
45103146;20.04.2023;35;weiblich;73116;15;0;0,457958473;Sissi;Star Trek;;;;;;
45103147;21.04.2023;36;weiblich;73116;15;0;0,237617259;Sissi;bridgerton;;;;;;
45103148;22.04.2023;45;männlich;73116;15;0;0,790088866;Valentinstag;;;;;;;
45103149;23.04.2023;32;männlich;73116;15;0;0,110322343;Sissi;;;;;;;
45103150;24.04.2023;45;männlich;73116;15;0;0,680042194;Star Trek;;;;;;;
45103151;25.04.2023;32;männlich;73116;15;0;0,114163303;Star Trek;;;;;;;
45103152;26.04.2023;35;weiblich;73116;15;0;0,29620257;Star Trek;bridgerton;Star Trek;;;;;
45103153;27.04.2023;36;weiblich;73116;15;0;0,254745972;Sissi;bridgerton;;;;;;
45103154;28.04.2023;33;männlich;73116;15;0;0,16189468;Sissi;;;;;;;
45103155;29.04.2023;34;männlich;73116;15;0;0,556988143;Valentinstag;;;;;;;
45103156;30.04.2023;42;männlich;73116;15;0;0,385372869;Valentinstag;;;;;;;
45103157;01.05.2023;45;männlich;73116;15;0;0,465422628;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103158;02.05.2023;32;männlich;73116;15;0;0,102906848;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103159;03.05.2023;35;weiblich;73116;15;0;0,487541395;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103160;04.05.2023;36;weiblich;73116;15;0;0,335821084;Sissi;;;;;;;
45103161;05.05.2023;45;männlich;73116;15;0;0,646249799;Sissi;;;;;;;
45103162;06.05.2023;32;männlich;73116;15;0;0,199724405;Star Trek;;;;;;;
45103163;07.05.2023;45;männlich;73116;15;0;0,006856268;Star Trek;;;;;;;
45103164;08.05.2023;32;männlich;73116;15;0;0,757638761;Star Trek;;;;;;;
45103165;09.05.2023;35;weiblich;73116;15;0;0,810723248;Sissi;bridgerton;;;;;;
45103166;10.05.2023;36;weiblich;73116;15;0;0,400186082;Sissi;bridgerton;;;;;;
45103167;11.05.2023;33;männlich;73116;15;0;0,474092649;Valentinstag;;;;;;;
45103168;12.05.2023;34;männlich;73116;15;0;0,80901063;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45103169;13.05.2023;42;männlich;73116;15;0;0,752104761;;;;;;;;
45103170;14.05.2023;45;männlich;73116;15;0;0,431486773;;;;;;;;
45103171;15.05.2023;32;männlich;73116;15;0;0,452181795;;;;;;;;
45103172;16.05.2023;35;weiblich;73116;15;0;0,388069477;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103173;17.05.2023;36;weiblich;73116;15;0;0,056473868;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103174;18.05.2023;45;männlich;73116;15;0;0,029065773;Star Trek;Emily in Paris;;;;;;
45103175;19.05.2023;32;männlich;73116;15;0;0,318057412;Star Trek;Emily in Paris;;;;;;
45103176;20.05.2023;33;männlich;73116;15;0;0,683126512;Star Trek;;;;;;;
45103177;21.05.2023;20;männlich;73116;15;0;0,296604863;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;mandalorian ;;;
45103178;22.05.2023;25;männlich;73116;15;0;0,987829032;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;;;
45103179;23.05.2023;18;männlich;73116;15;0;0,457915211;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;fluch der karibik ;
45103180;24.05.2023;19;männlich;73116;15;0;0,119425638;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;fluch der karibik ;
45103181;25.05.2023;20;weiblich;73116;15;0;0,069099404;Känguru-Chroniken;Keinohrhasen ;Tatsächlich... Liebe;;;Sissi;Emily in Paris;
45103182;26.05.2023;36;weiblich;73116;15;0;0,166783751;Känguru-Chroniken;Star Trek;;;;;;
45103183;27.05.2023;45;männlich;73116;15;0;0,749900909;Känguru-Chroniken;;;;Star Wars II;;;
45103184;28.05.2023;32;männlich;73116;15;0;0,305590568;Känguru-Chroniken;;;;Star Wars II;;;
45103185;29.05.2023;36;weiblich;73116;15;0;0,999067818;The Batman;Känguru-Chroniken;;;Star Wars II;;;
45103186;30.05.2023;45;männlich;73116;15;0;0,496649605;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103187;31.05.2023;32;männlich;73116;15;0;0,52728138;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103188;01.06.2023;87;männlich;72124;15;0;0,425042125;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103189;02.06.2023;68;weiblich;72124;15;0;0,088690149;Transformers;Kung Fu Panda;;;;;;
45103190;03.06.2023;14;männlich;30159;15;0;0,153544803;Transformers;Kung Fu Panda;;;;;;
45103191;04.06.2023;99;weiblich;38106;15;0;0,294918933;Transformers;Kung Fu Panda;;;Star Wars II;;;
45103191;01.05.2023;20;weiblich;73116;15;0;0,046748225;Transformers;Kung Fu Panda;;;;;;
45103192;02.05.2023;36;weiblich;73116;15;0;0,428872228;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;Star Trek;;;;;
45103193;03.05.2023;45;männlich;73116;15;0;0,278129883;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103194;04.05.2023;33;männlich;73116;15;0;0,068887826;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103195;05.05.2023;36;weiblich;73116;15;0;0,921312172;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103196;06.05.2023;45;männlich;73116;15;0;0,939501992;;;;;;;;
45103197;07.05.2023;32;männlich;73116;15;0;0,050228326;;;;;Star Wars II;;;
45103198;08.05.2023;87;männlich;72124;15;0;0,995919727;;;;;Star Wars II;;;
45103199;09.05.2023;69;weiblich;72124;15;0;0,791345513;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;Star Wars II;;;
45103200;10.05.2023;15;männlich;30159;15;0;0,81592007;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103201;11.05.2023;78;weiblich;38106;15;0;0,897011208;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;Star Trek;;;;;
45103202;12.05.2023;45;männlich;73116;15;0;0,431578719;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103203;13.05.2023;32;männlich;73116;15;0;0,075857158;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103204;14.05.2023;35;weiblich;73116;15;0;0,139528355;The Batman;Känguru-Chroniken;;;;;;
45103205;15.05.2023;36;weiblich;73116;15;0;0,795263491;Känguru-Chroniken;Star Trek;;;;;;
45103206;16.05.2023;33;männlich;73116;15;0;0,883627286;Känguru-Chroniken;Star Trek;james bond casino royale;Star Wars I;;;;
45103207;17.05.2023;34;männlich;73116;15;0;0,194569494;Känguru-Chroniken;;;;;;;
45103208;18.05.2023;42;männlich;73116;15;0;0,736802019;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103209;19.05.2023;45;männlich;73116;15;0;0,382403649;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103210;20.05.2023;32;männlich;73116;15;0;0,945564008;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103211;21.05.2023;35;weiblich;73116;15;0;0,39266436;Star Trek;Känguru-Chroniken;;;;;;
45103212;22.05.2023;36;weiblich;73116;15;0;0,160332689;Känguru-Chroniken;Star Trek;;;;;;
45103213;23.05.2023;45;männlich;73116;15;0;0,257348574;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103214;24.05.2023;32;männlich;73116;15;0;0,83808823;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;fluch der karibik ;
45103215;25.05.2023;33;männlich;73116;15;0;0,287719003;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;fluch der karibik ;
45103216;26.05.2023;20;männlich;73116;15;0;0,648581343;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;;
45103217;27.05.2023;25;männlich;73116;15;0;0,634486054;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103218;28.05.2023;18;männlich;73116;15;0;0,205256214;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103219;29.05.2023;19;männlich;73116;15;0;0,403639308;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;fluch der karibik ;
45103220;30.05.2023;20;weiblich;73116;15;0;0,041458278;The Batman;Känguru-Chroniken;Valentinstag;Titanic;Star Wars II;Sissi;Emily in Paris;
45103221;31.05.2023;36;weiblich;73116;15;0;0,532096072;Känguru-Chroniken;Star Trek;;;Star Wars II;;;
45103222;01.06.2023;45;männlich;73116;15;0;0,157000237;Känguru-Chroniken;Star Trek;james bond casino royale;Star Wars I;;;;
45103223;02.06.2023;32;männlich;73116;15;0;0,908096478;Känguru-Chroniken;;;;;;;
45103224;03.06.2023;36;weiblich;73116;15;0;0,114447673;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45103225;04.06.2023;45;männlich;73116;15;0;0,980015973;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103226;01.01.2023;42;männlich;70174;15;0;0,600822797;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103227;02.01.2023;45;männlich;70176;15;0;0,457212929;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;Star Wars II;;;
45103228;03.01.2023;32;männlich;70176;15;0;0,494892583;;;;;;;;
45103229;04.01.2023;35;weiblich;70174;5;0;0,550171866;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103230;05.01.2023;36;weiblich;70176;7;0;0,803563735;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45103231;06.01.2023;33;männlich;70174;15;0;0,914493671;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103232;07.01.2023;34;männlich;70173;15;0;0,330679275;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103233;08.01.2023;42;männlich;70174;15;0;0,700602514;;;;;;;;
45103234;09.01.2023;45;männlich;70176;15;0;0,944304701;;;;;Star Wars II;;;
45103235;10.01.2023;32;männlich;70176;15;0;0,351218394;;;;;Star Wars II;;;
45103236;11.01.2023;35;weiblich;70174;5;0;0,782355993;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;Star Wars II;;;
45103237;12.01.2023;36;weiblich;70176;7;0;0,863766652;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45103238;13.01.2023;42;männlich;70174;15;0;0,856349527;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103239;14.01.2023;45;männlich;70176;15;0;0,987854716;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103240;15.01.2023;32;männlich;70176;15;0;0,614285363;;;;;;;;
45103241;16.01.2023;35;weiblich;70174;5;0;0,061247995;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45103242;17.01.2023;36;weiblich;70176;7;0;0,427353857;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45103243;18.01.2023;33;männlich;70174;15;0;0,291441027;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103244;19.01.2023;34;männlich;70173;15;0;0,943890466;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103245;20.01.2023;42;männlich;70174;15;0;0,544628033;;;;;;;;
45103246;21.01.2023;45;männlich;70176;15;0;0,30862296;;;;;;;;
45103247;22.01.2023;32;männlich;70176;15;0;0,699284725;;;;;;;;
45103248;23.01.2023;35;weiblich;70174;5;0;0,751834179;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103249;24.01.2023;36;weiblich;70176;7;0;0,109745614;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45103250;25.01.2023;33;männlich;70174;15;0;0,068742177;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103251;26.01.2023;34;männlich;70173;15;0;0,852761876;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103252;27.01.2023;42;männlich;70174;15;0;0,2594345;;;;;;;;
45103253;28.01.2023;45;männlich;70176;15;0;0,82346179;;;;;;;;
45103254;29.01.2023;32;männlich;70176;15;0;0,260361101;;;;;;;;
45103255;30.01.2023;35;weiblich;70174;5;0;0,119676774;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103256;31.01.2023;36;weiblich;70176;7;0;0,206402378;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;Star Trek;;;;;
45103257;01.02.2023;42;männlich;70174;15;0;0,791730807;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103258;02.02.2023;45;männlich;70176;15;0;0,677955329;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103259;03.02.2023;32;männlich;70176;15;0;0,910539156;;;;;;;;
45103260;04.02.2023;35;weiblich;70174;5;0;0,043331046;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103261;05.02.2023;36;weiblich;70176;7;0;0,096142638;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103262;06.02.2023;33;männlich;70174;15;0;0,317869471;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103263;07.02.2023;34;männlich;70173;15;0;0,025610735;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45103264;08.02.2023;18;männlich;70173;15;0;0,73832658;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103265;09.02.2023;19;männlich;70174;15;0;0,391192073;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;fluch der karibik ;
45103266;10.02.2023;20;männlich;70173;15;0;0,502809699;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;;;
45103267;11.02.2023;25;männlich;70174;15;0;0,622460729;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;;
45103268;12.02.2023;21;männlich;70176;10;0;0,05346434;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;fluch der karibik ;
45103269;13.02.2023;26;männlich;70176;10;0;0,676393284;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103270;14.02.2023;20;weiblich;70174;10;0;0,25477196;The Batman;Känguru-Chroniken;Valentinstag;Titanic;Star Wars II;Sissi;Emily in Paris;
45103271;15.02.2023;22;weiblich;70176;15;0;0,368388157;The Batman;Känguru-Chroniken;Valentinstag;Titanic;Star Wars II;Sissi;;
45103272;16.02.2023;32;männlich;70176;15;0;0,435853574;Känguru-Chroniken;Star Trek;james bond casino royale;Star Wars I;Star Wars II;;;
45103273;17.02.2023;35;weiblich;70174;5;0;0,896313989;Transformers;Kung Fu Panda;;;;;;
45103274;18.02.2023;36;weiblich;70176;7;0;0,072435723;Transformers;Kung Fu Panda;bridgerton;;;;;
45103275;19.02.2023;33;männlich;70174;15;0;0,020657118;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;fluch der karibik ;;;
45103276;20.02.2023;34;männlich;70173;15;0;0,829326197;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103277;21.02.2023;18;männlich;70173;15;0;0,703422219;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103278;22.02.2023;19;männlich;70174;15;0;0,822586866;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;fluch der karibik ;
45103279;23.02.2023;20;männlich;70173;15;0;0,940361006;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103280;24.02.2023;25;männlich;70174;15;0;0,959622708;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103281;25.02.2023;21;männlich;70176;10;0;0,589343437;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103282;26.02.2023;26;männlich;70176;10;0;0,287340891;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103283;27.02.2023;20;weiblich;70174;10;0;0,599294047;The Batman;Känguru-Chroniken;Valentinstag;Titanic;;;Emily in Paris;
45103284;28.02.2023;22;weiblich;70176;15;0;0,674178362;The Batman;Känguru-Chroniken;Valentinstag;Titanic;;Sissi;Emily in Paris;
45103285;01.03.2023;32;männlich;70176;15;0;0,216947948;Känguru-Chroniken;Star Trek;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;;
45103286;02.03.2023;35;weiblich;70174;5;0;0,329212669;Transformers;Kung Fu Panda;;;Star Wars II;;;
45103287;03.03.2023;36;weiblich;70176;7;0;0,291592775;Transformers;Kung Fu Panda;Star Trek;;Star Wars II;;;
45103288;04.03.2023;33;männlich;70174;15;0;0,234390117;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103289;05.03.2023;34;männlich;70173;15;0;0,685639849;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;;
45103290;06.03.2023;18;männlich;70173;15;0;0,31987985;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;;;
45103291;07.03.2023;19;männlich;70174;15;0;0,278667355;Känguru-Chroniken;Star Trek;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;;
45103292;08.03.2023;20;männlich;70173;15;0;0,90278031;Känguru-Chroniken;Star Trek;james bond casino royale;Star Wars I;;;;
45103293;09.03.2023;25;männlich;70174;15;0;0,810880434;Känguru-Chroniken;;;;;;;
45103294;10.03.2023;21;männlich;70176;10;0;0,451808339;Känguru-Chroniken;;;;;;;
45103295;11.03.2023;26;männlich;70176;10;0;0,906337708;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45103296;12.03.2023;20;weiblich;70174;10;0;0,109665372;The Batman;Känguru-Chroniken;Valentinstag;;;;;
45103297;13.03.2023;22;weiblich;70176;15;0;0,280987109;Keinohrhasen ;Känguru-Chroniken;Tatsächlich... Liebe;;Emily in Paris;;;
45103298;14.03.2023;32;männlich;70176;15;0;0,420232417;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;fluch der karibik ;;
